unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,park_facility_name,park_borough,latitude,longitude,location,intersection_street_1,intersection_street_2,taxi_pick_up_location
34435161,2016-09-29T21:52:59.000,2016-09-30T14:49:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10474,839 HUNTS POINT AVENUE,HUNTS POINT AVENUE,GILBERT PLACE,SENECA AVENUE,ADDRESS,BRONX,Precinct,Closed,2016-09-30T05:52:59.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-30T14:49:33.000,02 BRONX,BRONX,1015056,237248,Unspecified,BRONX,40.81781292044915,-73.88870292742517,"{'type': 'Point', 'coordinates': [-73.88870292742517, 40.81781292044915]}",,,
34436241,2016-09-29T21:52:49.000,2016-09-30T03:58:28.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11427,88-33 RANSOM STREET,RANSOM STREET,88 AVENUE,222 STREET,ADDRESS,QUEENS VILLAGE,Precinct,Closed,2016-09-30T05:52:49.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2016-09-30T03:58:28.000,13 QUEENS,QUEENS,1057729,205258,Unspecified,QUEENS,40.729757275264376,-73.73488277222764,"{'type': 'Point', 'coordinates': [-73.73488277222764, 40.729757275264376]}",,,
34433171,2016-09-29T21:52:45.000,2016-09-30T03:25:23.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10033,556 WEST 180 STREET,WEST 180 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,Precinct,Closed,2016-09-30T05:52:45.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2016-09-30T03:25:23.000,12 MANHATTAN,MANHATTAN,1002666,248335,Unspecified,MANHATTAN,40.84827805311061,-73.93343552336337,"{'type': 'Point', 'coordinates': [-73.93343552336337, 40.84827805311061]}",,,
34431279,2016-09-29T21:52:31.000,2016-09-29T22:00:13.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10472,1207 BEACH AVENUE,BEACH AVENUE,GLEASON AVENUE,WESTCHESTER AVENUE,ADDRESS,BRONX,Precinct,Closed,2016-09-30T05:52:31.000,The Police Department responded to the complaint and determined that police action was not necessary.,2016-09-29T22:00:13.000,09 BRONX,BRONX,1021327,241829,Unspecified,BRONX,40.83036235589997,-73.86602154214397,"{'type': 'Point', 'coordinates': [-73.86602154214397, 40.83036235589997]}",,,
34435057,2016-09-29T21:52:26.000,2016-09-29T22:48:39.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11355,137-75 GERANIUM AVENUE,GERANIUM AVENUE,COLDEN STREET,KISSENA BOULEVARD,ADDRESS,FLUSHING,Precinct,Closed,2016-09-30T05:52:26.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-29T22:48:39.000,07 QUEENS,QUEENS,1033573,212624,Unspecified,QUEENS,40.75014275617199,-73.82198495419226,"{'type': 'Point', 'coordinates': [-73.82198495419226, 40.75014275617199]}",,,
34436641,2016-09-29T21:52:13.000,2016-10-03T11:18:45.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10032,3926 BROADWAY,BROADWAY,,,ADDRESS,NEW YORK,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2016-10-03T11:18:45.000,12 MANHATTAN,MANHATTAN,1000446,244848,Unspecified,MANHATTAN,40.83871161234358,-73.94146811381088,"{'type': 'Point', 'coordinates': [-73.94146811381088, 40.83871161234358]}",,,
34436897,2016-09-29T21:52:13.000,2016-09-29T22:38:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10013,26 THOMPSON STREET,THOMPSON STREET,GRAND STREET,WATTS STREET,ADDRESS,NEW YORK,Precinct,Closed,2016-09-30T05:52:13.000,The Police Department responded to the complaint and took action to fix the condition.,2016-09-29T22:38:55.000,02 MANHATTAN,MANHATTAN,983067,202654,Unspecified,MANHATTAN,40.722915049889664,-74.0042678996973,"{'type': 'Point', 'coordinates': [-74.0042678996973, 40.722915049889664]}",,,
34430987,2016-09-29T21:52:13.000,2016-10-03T11:18:45.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10032,3926 BROADWAY,BROADWAY,,,ADDRESS,NEW YORK,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2016-10-03T11:18:45.000,12 MANHATTAN,MANHATTAN,1000446,244848,Unspecified,MANHATTAN,40.83871161234358,-73.94146811381088,"{'type': 'Point', 'coordinates': [-73.94146811381088, 40.83871161234358]}",,,
34436643,2016-09-29T21:52:13.000,2016-10-03T11:18:46.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10032,3926 BROADWAY,BROADWAY,,,ADDRESS,NEW YORK,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2016-10-03T11:18:46.000,12 MANHATTAN,MANHATTAN,1000446,244848,Unspecified,MANHATTAN,40.83871161234358,-73.94146811381088,"{'type': 'Point', 'coordinates': [-73.94146811381088, 40.83871161234358]}",,,
34430441,2016-09-29T21:51:43.000,2016-09-30T00:14:49.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11204,1587 WEST 4 STREET,WEST 4 STREET,AVENUE O,AVENUE P,ADDRESS,BROOKLYN,Precinct,Closed,2016-09-30T05:51:43.000,The Police Department responded to the complaint and determined that police action was not necessary.,2016-09-30T00:14:50.000,11 BROOKLYN,BROOKLYN,990392,161113,Unspecified,BROOKLYN,40.60889220245875,-73.97787940125477,"{'type': 'Point', 'coordinates': [-73.97787940125477, 40.60889220245875]}",,,
34434099,2016-09-29T21:51:19.000,2016-09-29T22:37:49.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10012,159 PRINCE STREET,PRINCE STREET,WEST BROADWAY,THOMPSON STREET,ADDRESS,NEW YORK,Precinct,Closed,2016-09-30T05:51:19.000,The Police Department responded to the complaint and took action to fix the condition.,2016-09-29T22:37:49.000,02 MANHATTAN,MANHATTAN,983898,203765,Unspecified,MANHATTAN,40.72596454753991,-74.00126996571237,"{'type': 'Point', 'coordinates': [-74.00126996571237, 40.72596454753991]}",,,
34437206,2016-09-29T21:51:00.000,2016-10-07T19:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10065,419 EAST   66 STREET,EAST   66 STREET,1 AVE,YORK AVE,ADDRESS,NEW YORK,N/A,Closed,,The Department of Environmental Protection (DEP) observed a violation of the NYC Air or Noise Code during the inspection. DEP issued a summons.,2016-10-07T19:15:00.000,08 MANHATTAN,MANHATTAN,995843,217529,Unspecified,MANHATTAN,40.76373568770828,-73.95815039099621,"{'type': 'Point', 'coordinates': [-73.95815039099621, 40.76373568770828]}",,,
34431953,2016-09-29T21:50:59.000,2016-09-29T21:51:04.000,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,NYC Street Address,,,,,,,,N/A,Closed,,"The Human Resources Administration received your request. If you are eligible for a benefit card replacement, you will receive it in 7 to 10 business days. No further updates will be available by calling 311 or on 311 Online.",,0 Unspecified,Unspecified,,,Unspecified,Unspecified,,,,,,
40871809,2016-09-29T21:50:45.000,2017-01-06T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,,311 EAST 204 STREET,EAST 204 STREET,,,,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2017-01-06T00:00:00.000,Unspecified BRONX,BRONX,,,Unspecified,BRONX,,,,,,
34438915,2016-09-29T21:50:45.000,2016-12-29T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,11235,150 WEST END AVENUE,WEST END AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2016-12-29T00:00:00.000,15 BROOKLYN,BROOKLYN,997263,149941,Unspecified,BROOKLYN,40.57821988534813,-73.95315480797643,"{'type': 'Point', 'coordinates': [-73.95315480797643, 40.57821988534813]}",,,
34434946,2016-09-29T21:50:06.000,2016-11-14T16:01:39.000,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10128,525 EAST 88 STREET,EAST 88 STREET,YORK AVENUE,EAST END AVENUE,ADDRESS,NEW YORK,N/A,Closed,2016-11-14T09:07:25.000,A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,2016-11-14T16:01:39.000,08 MANHATTAN,MANHATTAN,999387,222324,Unspecified,MANHATTAN,40.776891353474404,-73.94534609683696,"{'type': 'Point', 'coordinates': [-73.94534609683696, 40.776891353474404]}",,,Other
34439620,2016-09-29T21:50:00.000,2016-09-30T12:00:00.000,DSNY,Department of Sanitation,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10003,46 COOPER SQUARE,COOPER SQUARE,EAST 6 STREET,EAST 7 STREET,ADDRESS,NEW YORK,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2016-09-30T12:00:00.000,02 MANHATTAN,MANHATTAN,986719,204761,Unspecified,MANHATTAN,40.728697987328445,-73.99109183532573,"{'type': 'Point', 'coordinates': [-73.99109183532573, 40.728697987328445]}",,,
34435340,2016-09-29T21:50:00.000,2016-09-30T10:15:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11420,129-07 SUTTER AVENUE,SUTTER AVENUE,129 ST,130 ST,ADDRESS,South Ozone Park,N/A,Closed,,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2016-09-30T10:15:00.000,10 QUEENS,QUEENS,1037097,184284,Unspecified,QUEENS,40.67233602349564,-73.80948873340603,"{'type': 'Point', 'coordinates': [-73.80948873340603, 40.67233602349564]}",129 STREET,SUTTER AVENUE,
34434322,2016-09-29T21:49:42.000,2016-09-30T08:09:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11385,64TH PLACE,64TH PLACE,,,LATLONG,RIDGEWOOD,Precinct,Closed,2016-09-30T05:49:42.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-30T08:09:14.000,05 QUEENS,QUEENS,1014691,192820,Unspecified,QUEENS,40.695870775347196,-73.8902227648971,"{'type': 'Point', 'coordinates': [-73.8902227648971, 40.695870775347196]}",,,
34432193,2016-09-29T21:49:25.000,2016-09-29T23:47:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11216,151 ROGERS AVENUE,ROGERS AVENUE,STERLING PLACE,ST JOHNS PLACE,ADDRESS,BROOKLYN,Precinct,Closed,2016-09-30T05:49:25.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-29T23:47:47.000,08 BROOKLYN,BROOKLYN,997276,184225,Unspecified,BROOKLYN,40.67232223342562,-73.95304184895858,"{'type': 'Point', 'coordinates': [-73.95304184895858, 40.67232223342562]}",,,
34433228,2016-09-29T21:49:19.000,2016-09-29T22:31:23.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11040,76-07 267 STREET,267 STREET,76 AVENUE,77 AVENUE,ADDRESS,NEW HYDE PARK,Precinct,Closed,2016-09-30T05:49:19.000,The Police Department responded to the complaint and determined that police action was not necessary.,2016-09-29T22:31:23.000,13 QUEENS,QUEENS,1065039,213171,Unspecified,QUEENS,40.751412626758686,-73.70841294430852,"{'type': 'Point', 'coordinates': [-73.70841294430852, 40.751412626758686]}",,,
34433086,2016-09-29T21:49:14.000,2016-09-29T21:54:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11221,460 LEXINGTON AVENUE,LEXINGTON AVENUE,TOMPKINS AVENUE,THROOP AVENUE,ADDRESS,BROOKLYN,Precinct,Closed,2016-09-30T05:49:14.000,The Police Department responded to the complaint and determined that police action was not necessary.,2016-09-29T21:54:40.000,03 BROOKLYN,BROOKLYN,1000123,190161,Unspecified,BROOKLYN,40.68861055588195,-73.94276456118521,"{'type': 'Point', 'coordinates': [-73.94276456118521, 40.68861055588195]}",,,
34436875,2016-09-29T21:49:03.000,2016-09-30T15:41:06.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10466,4065 CARPENTER AVENUE,CARPENTER AVENUE,EAST 228 STREET,EAST 229 STREET,ADDRESS,BRONX,Precinct,Closed,2016-09-30T05:49:03.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-30T15:41:06.000,12 BRONX,BRONX,1022393,263958,Unspecified,BRONX,40.8910951816451,-73.86204360268111,"{'type': 'Point', 'coordinates': [-73.86204360268111, 40.8910951816451]}",,,
34438181,2016-09-29T21:49:00.000,2016-09-30T12:00:00.000,DSNY,Department of Sanitation,Sanitation Condition,12 Dead Animals,Sidewalk,10312,283 CORTELYOU AVENUE,CORTELYOU AVENUE,GENESEE AVENUE,EAST FIGUREA AVENUE,ADDRESS,STATEN ISLAND,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,2016-09-30T12:00:00.000,03 STATEN ISLAND,STATEN ISLAND,938970,140562,Unspecified,STATEN ISLAND,40.55237030783236,-74.16293942949231,"{'type': 'Point', 'coordinates': [-74.16293942949231, 40.55237030783236]}",,,
34435433,2016-09-29T21:48:59.000,2016-10-03T09:42:21.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,11219,,,,,INTERSECTION,BROOKLYN,N/A,Closed,2016-10-10T06:53:43.000,The Department of Parks and Recreation performed the work necessary to correct the condition.,2016-10-03T09:42:21.000,12 BROOKLYN,BROOKLYN,986690,168440,Unspecified,BROOKLYN,40.62900508688175,-73.99120961797547,"{'type': 'Point', 'coordinates': [-73.99120961797547, 40.62900508688175]}",15 AVENUE,55 STREET,
34437256,2016-09-29T21:48:43.000,2016-10-07T14:15:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11225,587 EMPIRE BOULEVARD,EMPIRE BOULEVARD,,,ADDRESS,BROOKLYN,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2016-10-07T14:15:17.000,09 BROOKLYN,BROOKLYN,1000090,181222,Unspecified,BROOKLYN,40.664075081812456,-73.9429045627731,"{'type': 'Point', 'coordinates': [-73.9429045627731, 40.664075081812456]}",,,
34430167,2016-09-29T21:48:24.000,2016-09-30T01:17:14.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11419,101-64 118 STREET,118 STREET,101 AVENUE,103 AVENUE,ADDRESS,SOUTH RICHMOND HILL,Precinct,Closed,2016-09-30T05:48:24.000,The Police Department reviewed your complaint and provided additional information below.,2016-09-30T01:17:14.000,09 QUEENS,QUEENS,1032316,190464,Unspecified,QUEENS,40.68932593600632,-73.82667991450074,"{'type': 'Point', 'coordinates': [-73.82667991450074, 40.68932593600632]}",,,
34436053,2016-09-29T21:48:14.000,2016-09-29T22:48:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11355,137-75 GERANIUM AVENUE,GERANIUM AVENUE,COLDEN STREET,KISSENA BOULEVARD,ADDRESS,FLUSHING,Precinct,Closed,2016-09-30T05:48:14.000,The Police Department responded to the complaint and determined that police action was not necessary.,2016-09-29T22:48:41.000,07 QUEENS,QUEENS,1033573,212624,Unspecified,QUEENS,40.75014275617199,-73.82198495419226,"{'type': 'Point', 'coordinates': [-73.82198495419226, 40.75014275617199]}",,,
34432671,2016-09-29T21:48:08.000,2016-09-30T10:00:13.000,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,10023,,,,,INTERSECTION,NEW YORK,N/A,Closed,2016-10-09T21:48:08.000,The Department of Transportation inspected the condition you reported and temporarily addressed the condition. The Agency will notify the responsible party.,2016-09-30T09:59:41.000,07 MANHATTAN,MANHATTAN,989197,220017,Unspecified,MANHATTAN,40.770570819555665,-73.98213997603581,"{'type': 'Point', 'coordinates': [-73.98213997603581, 40.770570819555665]}",WEST   62 STREET,BROADWAY,
34437643,2016-09-29T21:47:34.000,2016-10-03T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Defective/Not Working,,10473,825 MORRISON AVENUE,MORRISON AVENUE,,,ADDRESS,BRONX,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2016-10-03T00:00:00.000,09 BRONX,BRONX,1019498,238357,Unspecified,BRONX,40.820840202441815,-73.87264889941089,"{'type': 'Point', 'coordinates': [-73.87264889941089, 40.820840202441815]}",,,
34434137,2016-09-29T21:47:06.000,2016-09-29T23:08:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10035,405 EAST 117 STREET,EAST 117 STREET,1 AVENUE,PLEASANT AVENUE,ADDRESS,NEW YORK,Precinct,Closed,2016-09-30T05:47:06.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-29T23:08:06.000,11 MANHATTAN,MANHATTAN,1002384,229477,Unspecified,MANHATTAN,40.796518780180065,-73.9345057726516,"{'type': 'Point', 'coordinates': [-73.9345057726516, 40.796518780180065]}",,,
34435135,2016-09-29T21:47:00.000,2016-10-17T11:24:00.000,DOT,Department of Transportation,Street Light Condition,Multiple Street Lights Out,,,MILL POND PARK,MILL POND PARK,149 ST E,EXTERIOR ST,BLOCKFACE,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2016-10-17T11:24:00.000,Unspecified BRONX,BRONX,,,Unspecified,BRONX,,,,,,
34437211,2016-09-29T21:47:00.000,2016-10-07T19:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10023,55 WEST END AVENUE,WEST END AVENUE,W 63 ST,W 64 ST,ADDRESS,NEW YORK,N/A,Closed,,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2016-10-07T19:15:00.000,07 MANHATTAN,MANHATTAN,987385,221287,Unspecified,MANHATTAN,40.77405746597447,-73.9886811994225,"{'type': 'Point', 'coordinates': [-73.9886811994225, 40.77405746597447]}",,,
34435129,2016-09-29T21:47:00.000,2016-09-30T15:45:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Restaurant (AD2)",,10065,408 EAST   64 STREET,EAST   64 STREET,1 AVE,YORK AVE,ADDRESS,NEW YORK,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2016-09-30T15:45:00.000,08 MANHATTAN,MANHATTAN,995641,217038,Unspecified,MANHATTAN,40.762388281881954,-73.95888042337846,"{'type': 'Point', 'coordinates': [-73.95888042337846, 40.762388281881954]}",,,
34434424,2016-09-29T21:46:00.000,2016-09-30T00:20:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Odor (SA2),,11420,,,128 ST,116 AVE,INTERSECTION,South Ozone Park,N/A,Closed,,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2016-09-30T00:20:00.000,10 QUEENS,QUEENS,1036716,186168,Unspecified,QUEENS,40.67750943351902,-73.81084755281044,"{'type': 'Point', 'coordinates': [-73.81084755281044, 40.67750943351902]}",128 STREET,116 AVENUE,
34432453,2016-09-29T21:46:00.000,2016-10-03T23:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10003,,,4 AVE,E 14 ST,INTERSECTION,NEW YORK,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2016-10-03T23:00:00.000,05 MANHATTAN,MANHATTAN,987048,206851,Unspecified,MANHATTAN,40.734434426864034,-73.98990393253564,"{'type': 'Point', 'coordinates': [-73.98990393253564, 40.734434426864034]}",4 AVENUE,EAST 14 STREET,
34437288,2016-09-29T21:46:00.000,2016-09-29T21:46:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10003,,,5 AVE,E 17 ST,INTERSECTION,NEW YORK,N/A,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2016-09-29T21:46:00.000,05 MANHATTAN,MANHATTAN,986405,208120,Unspecified,MANHATTAN,40.737917698502024,-73.99222367305754,"{'type': 'Point', 'coordinates': [-73.99222367305754, 40.737917698502024]}",5 AVENUE,EAST 17 STREET,
34435457,2016-09-29T21:45:17.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11210,1744 ALBANY AVENUE,ALBANY AVENUE,EAST 40 STREET,AVENUE I,ADDRESS,BROOKLYN,N/A,Open,2016-12-28T21:45:17.000,The Department of Parks and Recreation usually requires 90 days to evaluate this type of request and inspect the location for possible inclusion in the Trees and Sidewalks Program. Please note your Service Request for future reference.,,18 BROOKLYN,BROOKLYN,1001776,169085,Unspecified,BROOKLYN,40.630758474419196,-73.93685889506035,"{'type': 'Point', 'coordinates': [-73.93685889506035, 40.630758474419196]}",,,
34440586,2016-09-29T21:45:00.000,2016-10-01T12:00:00.000,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10473,486 HOWE AVENUE,HOWE AVENUE,NORTON AVENUE,LACOMBE AVENUE,ADDRESS,BRONX,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,2016-10-01T12:00:00.000,09 BRONX,BRONX,1026194,236705,Unspecified,BRONX,40.81627667667517,-73.84846660641308,"{'type': 'Point', 'coordinates': [-73.84846660641308, 40.81627667667517]}",,,
34430023,2016-09-29T21:44:31.000,2016-10-02T17:02:10.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11355,140-19 BEECH AVENUE,BEECH AVENUE,,,ADDRESS,Flushing,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2016-10-02T17:02:10.000,07 QUEENS,QUEENS,1033286,214262,Unspecified,QUEENS,40.75464023833814,-73.82300883800822,"{'type': 'Point', 'coordinates': [-73.82300883800822, 40.75464023833814]}",,,
34432316,2016-09-29T21:44:28.000,2016-09-29T22:31:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11040,76-07 267 STREET,267 STREET,76 AVENUE,77 AVENUE,ADDRESS,NEW HYDE PARK,Precinct,Closed,2016-09-30T05:44:28.000,The Police Department responded to the complaint and determined that police action was not necessary.,2016-09-29T22:31:23.000,13 QUEENS,QUEENS,1065039,213171,Unspecified,QUEENS,40.751412626758686,-73.70841294430852,"{'type': 'Point', 'coordinates': [-73.70841294430852, 40.751412626758686]}",,,
34436792,2016-09-29T21:44:28.000,2016-09-30T11:14:22.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11210,1448 EAST 28 STREET,EAST 28 STREET,AVENUE N,KINGS HIGHWAY,ADDRESS,BROOKLYN,Precinct,Closed,2016-09-30T05:44:28.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-30T11:14:22.000,14 BROOKLYN,BROOKLYN,999022,163668,Unspecified,BROOKLYN,40.615894965641324,-73.94679261135249,"{'type': 'Point', 'coordinates': [-73.94679261135249, 40.615894965641324]}",,,
34436203,2016-09-29T21:44:14.000,2016-09-29T22:21:45.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10458,2980 VALENTINE AVENUE,VALENTINE AVENUE,BEDFORD PARK BOULEVARD,EAST 201 STREET,ADDRESS,BRONX,Precinct,Closed,2016-09-30T05:44:14.000,The Police Department responded to the complaint and took action to fix the condition.,2016-09-29T22:21:45.000,07 BRONX,BRONX,1015739,256948,Unspecified,BRONX,40.87188118407785,-73.88614285307307,"{'type': 'Point', 'coordinates': [-73.88614285307307, 40.87188118407785]}",,,
34433120,2016-09-29T21:44:14.000,2016-09-30T01:36:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10014,78 BEDFORD STREET,BEDFORD STREET,COMMERCE STREET,BARROW STREET,ADDRESS,NEW YORK,Precinct,Closed,2016-09-30T05:44:14.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2016-09-30T01:36:46.000,02 MANHATTAN,MANHATTAN,982861,205852,Unspecified,MANHATTAN,40.73169275089734,-74.00501174435348,"{'type': 'Point', 'coordinates': [-74.00501174435348, 40.73169275089734]}",,,
34430815,2016-09-29T21:44:05.000,2016-09-30T04:00:35.000,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,10024,,,,,INTERSECTION,NEW YORK,N/A,Closed,2016-10-09T21:44:05.000,"The  Department of Transportation inspected the condition you reported and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If after that time the condition still exists, the Agency may issue the responsible party a summons and/or correct the condition.",2016-09-30T04:00:35.000,07 MANHATTAN,MANHATTAN,992475,224902,Unspecified,MANHATTAN,40.783976414986086,-73.97029951991534,"{'type': 'Point', 'coordinates': [-73.97029951991534, 40.783976414986086]}",WEST   84 STREET,CENTRAL PARK WEST,
34436229,2016-09-29T21:44:03.000,2016-09-30T04:05:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,2131 71 STREET,71 STREET,21 AVENUE,BAY PARKWAY,ADDRESS,BROOKLYN,Precinct,Closed,2016-09-30T05:44:03.000,The Police Department issued a summons in response to the complaint.,2016-09-30T04:05:49.000,11 BROOKLYN,BROOKLYN,988033,161993,Unspecified,BROOKLYN,40.61130894279118,-73.98637491794774,"{'type': 'Point', 'coordinates': [-73.98637491794774, 40.61130894279118]}",,,
34433451,2016-09-29T21:44:00.000,2016-09-30T03:00:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10024,39 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   79 STREET,WEST   80 STREET,BLOCKFACE,NEW YORK,N/A,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2016-09-30T03:00:00.000,07 MANHATTAN,MANHATTAN,990321,224723,Unspecified,MANHATTAN,40.78348684970795,-73.97807777662592,"{'type': 'Point', 'coordinates': [-73.97807777662592, 40.78348684970795]}",,,
